================== ==================
        time_nosys         flux_nosys
================== ==================
 2459684.484975011  3.900566407544213
 2459684.485646191 3.4380332045994333
 2459684.486317741 3.2309426974644913
 2459684.486988921 2.8914209545686727
2459684.4876604704  2.752556177181445
 2459684.488331649 2.4909264834023257
2459684.4890032024  2.394236181044066
 2459684.489674385 2.1847203728270284
2459684.4903459325 2.1158508517361008
2459684.4910171092  1.943473614964215
 2459684.491688656 1.8929455136497713
2459684.4923598315 1.7480544086286598
2459684.4930313774    1.7106227203329
 2459684.493702557 1.5865545995277746
 2459684.494374101  1.559178070330685
  2459684.49504528 1.4512977814700547
 2459684.495716823 1.4309937102825145
 2459684.496387996 1.3361969968324598
2459684.4970595376 1.3210781359045636
 2459684.497730709  1.237058057484326
  2459684.49840225 1.2261717551752558
 2459684.499073426 1.1506374371457413
2459684.4997449704 1.1430632844930146
  2459684.50041614 1.0747311352853646
 2459684.501087679  1.069747668614452
2459684.5017588474  1.007762679417311
2459684.5024303854  1.004601217332769
2459684.5031015533 0.9479111018742552
2459684.5037730904 0.9464906477333551
2459684.5472030723                inf
2459684.5478742537  28.91481226914351
2459684.5485458057 14.833637477937886
 2459684.549216987  9.596843890775647
2459684.5498885433  7.384859362107204
2459684.5505597293   5.73422915086581
  2459684.55123128  4.903277932055087
2459684.5519024604  4.077900545887554
  2459684.55257401 3.6610546295565345
  2459684.55324519  3.157396954552179
2459684.5539167393 2.9155314097548746
 2459684.554587918  2.572009242113247
2459684.5552594713  2.418708437368202
2459684.5559306545  2.166365605643199
2459684.5566022014   2.06407053996627
2459684.5572733786 1.8693981163197735
 2459684.557944925 1.7980799415501425
 2459684.558616101 1.6424898465687077
 2459684.559287646 1.5915471178579832
 2459684.559958826  1.463020743879222
  2459684.56063037  1.426121646339559
 2459684.561301549 1.3180866546717636
 2459684.561973092  1.291113733953336
2459684.5626442647 1.1986137132037011
2459684.5633158064  1.178726271622532
 2459684.563986978 1.0982631881458211
 2459684.564658519 1.0839986629175422
2459684.5653296947  1.013121712979601
 2459684.566001239  1.002750317349129
2459684.5666724085 0.9396655335291207
 2459684.567343948 0.9321853760443434
 2459684.568015116 0.8757839855673933
2459684.5686866543 0.8705104321300057
 2459684.569357822  0.819168550407863
2459684.5700293593  0.815929598552802
 2459684.570700531 0.7691786322671776
 2459684.571372072 0.7672976164023682
2459684.5720432387 0.7245463362495421
2459684.5727147744 0.7239386100721344
2459684.6154154763                inf
2459684.6160870325 23.031139480141555
2459684.6167582134 11.827112472467295
 2459684.617429764  7.654113645158444
2459684.6181009444 5.8935608418792995
 2459684.618772495 4.5764939628013135
 2459684.619443674  3.915445313691268
2459684.6201152285  3.258151808493037
2459684.6207864126 2.9266433996980243
 2459684.621457961 2.5251854611448623
2459684.6221291386 2.3334388420538814
 2459684.622800686 2.0595891134258935
 2459684.623471863 1.9379514767513348
2459684.6241434095 1.7367609304467828
2459684.6248145853 1.6554786857077046
2459684.6254861355 1.4999437489486624
 2459684.626157316 1.4435558030176945
  2459684.62682886 1.3190662316513218
2459684.6275000335 1.2787592780686907
2459684.6281715767 1.1760261239878593
 2459684.628842749 1.1468968959794488
2459684.6295142914 1.0605291951119111
 2459684.630185468 1.0391773201096632
 2459684.630857009 0.9649317581501466
2459684.6315281843 0.9492986547256871
 2459684.632199724  0.884682226120263
2459684.6328708935 0.8732788514325196
 2459684.633542433  0.816385790335523
2459684.6342136012 0.8081468761320648
2459684.6348851393 0.7576452898411623
 2459684.635556312  0.751851305554644
 2459684.636227854 0.7063527804473996
 2459684.636899021 0.7024963031966163
2459684.6375705577 0.6612766473042824
 2459684.638241724 0.6589429692504661
2459684.6389132603 0.6214977116244514
2459684.6395844254 0.6203089381998222
2459684.6402559616 0.5859756420053465
2459684.6409271313  0.585713234884627
2459684.6825051713                inf
 2459684.683176723  19.15443682217745
 2459684.683847903  9.838083862772166
2459684.6845194534 6.3682912560618075
 2459684.685190638 4.9056249860900705
 2459684.685862188 3.8112852350734228
 2459684.686533372 3.2618858220275246
2459684.6872049207 2.7151348502560513
 2459684.687876099  2.439406165001995
2459684.6885476466 2.1058578329492943
 2459684.689218824 1.9461918079396723
2459684.6898903707 1.7181813515052473
 2459684.690561552 1.6174735944286174
2459684.6912331027 1.4499046068094952
 2459684.691904278 1.3827314040316039
2459684.6925758226 1.2531717754870453
 2459684.693246997 1.2065408182518238
  2459684.69391854 1.1025745499396142
 2459684.694589713 1.0694261418830062
 2459684.695261256  0.983765170082989
 2459684.695932433 0.9598384777950026
 2459684.696603979 0.8878431544304749
  2459684.69727515 0.8701883768062186
2459684.6979466905 0.8084258098471397
  2459684.69861786 0.7956567497165997
 2459684.699289399 0.7417656400483432
2459684.6999605685 0.7323096419492675
2459684.7006321116 0.6849930387024845
2459684.7013032795 0.6783408910514354
2459684.7019748227 0.6359476345238754
 2459684.702645989 0.6313278484437428
2459684.7033175263 0.5933172257238062
2459684.7039886927 0.5902468416585785
 2459684.704660229 0.5557938362107444
2459684.7053313944 0.5540193222772208
2459684.7060029353 0.5226256167660063
 2459684.706674101  0.521864404913406
 2459684.707345641 0.4930196017617668
2459684.7080168063 0.4929393881886859
================== ==================
