==== ==================
 bin        wavelengths
==== ==================
 0.0 0.8245454545454546
 1.0 0.8536363636363636
 2.0 0.8827272727272728
 3.0 0.9118181818181817
 4.0 0.9409090909090908
 5.0               0.97
 6.0  0.999090909090909
 7.0 1.0281818181818183
 8.0 1.0572727272727271
 9.0 1.0863636363636364
10.0 1.1154545454545453
==== ==================
